LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Dorchester,01,37B,003-001,GREEN,0,0,0,0,0
Dorchester,01,37B,003-001,LIBERTARIAN,0,0,0,0,1
Dorchester,01,37B,003-001,OTHER PARTIES,0,0,0,0,1
Dorchester,01,37B,003-001,REPUBLICAN,59,4,2,1,113
Dorchester,01,37B,003-001,UNAFFILIATED,2,0,0,0,22
Dorchester,01,37A,003-002,DEMOCRAT,63,7,1,0,224
Dorchester,01,37A,003-002,GREEN,0,0,0,0,0
Dorchester,01,37A,003-002,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37A,003-002,OTHER PARTIES,1,0,0,0,3
Dorchester,01,37A,003-002,REPUBLICAN,49,2,4,0,100
Dorchester,01,37A,003-002,UNAFFILIATED,0,0,0,0,33
Dorchester,01,37B,004-001,DEMOCRAT,25,4,0,0,56
Dorchester,01,37B,004-001,GREEN,0,0,0,0,0
Dorchester,01,37B,004-001,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37B,004-001,OTHER PARTIES,1,0,0,0,2
Dorchester,01,37B,004-001,REPUBLICAN,53,7,0,0,100
Dorchester,01,37B,004-001,UNAFFILIATED,4,0,0,0,21
Dorchester,01,37B,005-001,DEMOCRAT,20,1,0,0,75
Dorchester,01,37B,005-001,GREEN,0,0,0,0,0
Dorchester,01,37B,005-001,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37B,005-001,OTHER PARTIES,0,0,0,0,1
Dorchester,01,37B,005-001,REPUBLICAN,49,5,0,0,92
Dorchester,01,37B,005-001,UNAFFILIATED,2,0,0,0,22
Dorchester,01,37B,006-001,DEMOCRAT,49,7,0,1,133
Dorchester,01,37B,006-001,GREEN,0,0,0,0,0
Dorchester,01,37B,006-001,LIBERTARIAN,0,0,0,0,2
Dorchester,01,37B,006-001,OTHER PARTIES,0,0,0,0,4
Dorchester,01,37B,006-001,REPUBLICAN,72,7,2,0,143
Dorchester,01,37B,006-001,UNAFFILIATED,0,0,0,0,32
Dorchester,01,37B,007-001,DEMOCRAT,86,42,7,2,306
Dorchester,01,37B,007-001,GREEN,0,0,0,0,0
Dorchester,01,37B,007-001,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37B,007-001,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37B,007-001,REPUBLICAN,104,40,10,2,312
Dorchester,01,37B,007-001,UNAFFILIATED,0,0,0,0,0
Dorchester,01,37A,007-002,DEMOCRAT,546,146,24,15,2536
Dorchester,01,37A,007-002,GREEN,0,0,0,0,0
Dorchester,01,37A,007-002,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37A,007-002,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37A,007-002,REPUBLICAN,59,25,1,0,292
Dorchester,01,37A,007-002,UNAFFILIATED,0,0,0,0,0
Dorchester,01,37B,007-003,DEMOCRAT,38,18,4,2,147
Dorchester,01,37B,007-003,GREEN,1,0,0,0,1
Dorchester,01,37B,007-003,LIBERTARIAN,0,0,0,0,2
Dorchester,01,37B,007-003,OTHER PARTIES,1,0,0,0,4
Dorchester,01,37B,007-003,REPUBLICAN,139,47,4,2,320
Dorchester,01,37B,007-003,UNAFFILIATED,1,0,0,0,59
Dorchester,01,37A,007-004,DEMOCRAT,57,26,7,3,303
Dorchester,01,37A,007-004,GREEN,0,0,0,0,0
Dorchester,01,37A,007-004,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37A,007-004,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37A,007-004,REPUBLICAN,39,17,5,0,136
Dorchester,01,37A,007-004,UNAFFILIATED,0,0,0,0,0
Dorchester,01,37A,007-005,DEMOCRAT,32,4,4,0,159
Dorchester,01,37A,007-005,GREEN,0,0,0,0,0
Dorchester,01,37A,007-005,LIBERTARIAN,0,0,0,0,1
Dorchester,01,37A,007-005,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37A,007-005,REPUBLICAN,6,3,0,0,25
Dorchester,01,37A,007-005,UNAFFILIATED,3,0,0,0,22
Dorchester,01,37B,007-006,DEMOCRAT,312,131,19,4,964
Dorchester,01,37B,007-006,GREEN,0,0,0,0,0
Dorchester,01,37B,007-006,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37B,007-006,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37B,007-006,REPUBLICAN,400,114,25,3,960
Dorchester,01,37B,007-006,UNAFFILIATED,0,0,0,0,0
Dorchester,01,37A,007-007,DEMOCRAT,57,26,16,3,292
Dorchester,01,37A,007-007,GREEN,0,0,0,0,0
Dorchester,01,37A,007-007,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37A,007-007,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37A,007-007,REPUBLICAN,9,9,6,0,64
Dorchester,01,37A,007-007,UNAFFILIATED,0,0,0,0,0
Dorchester,01,37B,007-008,DEMOCRAT,4,2,0,0,25
Dorchester,01,37B,007-008,GREEN,0,0,0,0,0
Dorchester,01,37B,007-008,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37B,007-008,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37B,007-008,REPUBLICAN,6,3,2,0,13
Dorchester,01,37B,007-008,UNAFFILIATED,0,0,0,0,0
Dorchester,01,37A,007-009,DEMOCRAT,133,33,5,5,575
Dorchester,01,37A,007-009,GREEN,0,0,0,0,0
Dorchester,01,37A,007-009,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37A,007-009,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37A,007-009,REPUBLICAN,89,35,5,2,324
Dorchester,01,37A,007-009,UNAFFILIATED,0,0,0,0,0
Dorchester,01,37A,007-010,DEMOCRAT,33,11,0,0,125
Dorchester,01,37A,007-010,GREEN,0,0,0,0,1
Dorchester,01,37A,007-010,LIBERTARIAN,0,0,0,0,2
Dorchester,01,37A,007-010,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37A,007-010,REPUBLICAN,18,6,0,0,51
Dorchester,01,37A,007-010,UNAFFILIATED,2,1,0,0,32
Dorchester,01,37B,007-011,DEMOCRAT,0,2,1,0,9
Dorchester,01,37B,007-011,GREEN,0,0,0,0,0
Dorchester,01,37B,007-011,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37B,007-011,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37B,007-011,REPUBLICAN,13,6,0,0,27
Dorchester,01,37B,007-011,UNAFFILIATED,0,0,0,0,10
Dorchester,01,37B,008-001,DEMOCRAT,89,21,12,0,234
Dorchester,01,37B,008-001,GREEN,0,0,0,0,1
Dorchester,01,37B,008-001,LIBERTARIAN,0,0,0,0,2
Dorchester,01,37B,008-001,OTHER PARTIES,0,0,0,0,5
Dorchester,01,37B,008-001,REPUBLICAN,159,26,3,1,330
Dorchester,01,37B,008-001,UNAFFILIATED,10,0,0,0,93
Dorchester,01,37B,009-001,DEMOCRAT,64,13,4,0,164
Dorchester,01,37B,009-001,GREEN,0,0,0,0,0
Dorchester,01,37B,009-001,LIBERTARIAN,0,0,0,0,2
Dorchester,01,37B,009-001,OTHER PARTIES,0,1,0,0,5
Dorchester,01,37B,009-001,REPUBLICAN,127,15,5,0,245
Dorchester,01,37B,009-001,UNAFFILIATED,7,0,0,0,55
Dorchester,01,37B,010-001,DEMOCRAT,26,3,5,0,89
Dorchester,01,37B,010-001,GREEN,0,0,0,0,0
Dorchester,01,37B,010-001,LIBERTARIAN,1,0,0,0,2
Dorchester,01,37B,010-001,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37B,010-001,REPUBLICAN,43,0,0,0,93
Dorchester,01,37B,010-001,UNAFFILIATED,1,0,0,0,33
Dorchester,01,37B,011-001,DEMOCRAT,6,2,0,0,13
Dorchester,01,37B,011-001,GREEN,0,0,0,0,0
Dorchester,01,37B,011-001,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37B,011-001,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37B,011-001,REPUBLICAN,15,2,0,0,26
Dorchester,01,37B,011-001,UNAFFILIATED,1,0,0,0,6
Dorchester,01,37B,012-001,DEMOCRAT,39,0,0,1,120
Dorchester,01,37B,012-001,GREEN,0,0,0,0,0
Dorchester,01,37B,012-001,LIBERTARIAN,0,0,0,0,2
Dorchester,01,37B,012-001,OTHER PARTIES,0,0,0,0,2
Dorchester,01,37B,012-001,REPUBLICAN,39,2,0,0,116
Dorchester,01,37B,012-001,UNAFFILIATED,2,0,0,0,56
Dorchester,01,37A,012-002,DEMOCRAT,50,1,3,2,227
Dorchester,01,37A,012-002,GREEN,0,0,0,0,0
Dorchester,01,37A,012-002,LIBERTARIAN,0,0,0,0,5
Dorchester,01,37A,012-002,OTHER PARTIES,0,0,0,0,2
Dorchester,01,37A,012-002,REPUBLICAN,24,2,0,0,82
Dorchester,01,37A,012-002,UNAFFILIATED,1,0,0,0,50
Dorchester,01,37B,013-001,DEMOCRAT,19,4,0,0,51
Dorchester,01,37B,013-001,GREEN,0,0,0,0,0
Dorchester,01,37B,013-001,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37B,013-001,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37B,013-001,REPUBLICAN,73,4,0,0,113
Dorchester,01,37B,013-001,UNAFFILIATED,1,0,0,0,22
Dorchester,01,37A,013-002,DEMOCRAT,28,7,5,0,76
Dorchester,01,37A,013-002,GREEN,0,0,0,0,0
Dorchester,01,37A,013-002,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37A,013-002,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37A,013-002,REPUBLICAN,19,1,0,0,36
Dorchester,01,37A,013-002,UNAFFILIATED,0,0,0,0,9
Dorchester,01,37B,014-001,DEMOCRAT,97,27,7,0,356
Dorchester,01,37B,014-001,GREEN,0,0,0,0,0
Dorchester,01,37B,014-001,LIBERTARIAN,0,0,0,0,3
Dorchester,01,37B,014-001,OTHER PARTIES,0,0,0,0,4
Dorchester,01,37B,014-001,REPUBLICAN,223,47,6,2,514
Dorchester,01,37B,014-001,UNAFFILIATED,9,0,0,0,125
Dorchester,01,37A,014-002,DEMOCRAT,9,2,0,0,43
Dorchester,01,37A,014-002,GREEN,0,0,0,0,0
Dorchester,01,37A,014-002,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37A,014-002,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37A,014-002,REPUBLICAN,8,1,0,0,16
Dorchester,01,37A,014-002,UNAFFILIATED,0,0,0,0,4
Dorchester,01,37B,014-003,DEMOCRAT,75,20,7,2,294
Dorchester,01,37B,014-003,GREEN,0,0,0,0,0
Dorchester,01,37B,014-003,LIBERTARIAN,0,0,0,0,3
Dorchester,01,37B,014-003,OTHER PARTIES,1,0,0,0,2
Dorchester,01,37B,014-003,REPUBLICAN,150,45,4,1,343
Dorchester,01,37B,014-003,UNAFFILIATED,6,2,0,0,117
Dorchester,01,37B,015-001,DEMOCRAT,156,17,13,10,580
Dorchester,01,37B,015-001,GREEN,0,0,0,0,0
Dorchester,01,37B,015-001,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37B,015-001,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37B,015-001,REPUBLICAN,297,26,5,2,714
Dorchester,01,37B,015-001,UNAFFILIATED,0,0,0,4,0
Dorchester,01,37B,015-002,DEMOCRAT,9,0,0,1,36
Dorchester,01,37B,015-002,GREEN,0,0,0,0,0
Dorchester,01,37B,015-002,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37B,015-002,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37B,015-002,REPUBLICAN,20,1,0,0,42
Dorchester,01,37B,015-002,UNAFFILIATED,0,0,0,0,18
Dorchester,01,37A,015-003,DEMOCRAT,169,15,3,5,782
Dorchester,01,37A,015-003,GREEN,0,0,0,0,0
Dorchester,01,37A,015-003,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37A,015-003,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37A,015-003,REPUBLICAN,87,5,5,0,220
Dorchester,01,37A,015-003,UNAFFILIATED,0,0,0,6,0
Dorchester,01,37B,016-001,DEMOCRAT,26,12,1,0,108
Dorchester,01,37B,016-001,GREEN,0,0,0,0,1
Dorchester,01,37B,016-001,LIBERTARIAN,0,0,0,0,2
Dorchester,01,37B,016-001,OTHER PARTIES,0,0,0,0,3
Dorchester,01,37B,016-001,REPUBLICAN,99,12,3,2,199
Dorchester,01,37B,016-001,UNAFFILIATED,5,0,0,2,54
Dorchester,01,37A,017-001,DEMOCRAT,21,6,1,0,51
Dorchester,01,37A,017-001,GREEN,0,0,0,0,0
Dorchester,01,37A,017-001,LIBERTARIAN,0,0,0,0,1
Dorchester,01,37A,017-001,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37A,017-001,REPUBLICAN,31,2,1,0,59
Dorchester,01,37A,017-001,UNAFFILIATED,2,0,0,0,15
Dorchester,01,37B,017-002,DEMOCRAT,10,1,0,0,16
Dorchester,01,37B,017-002,GREEN,0,0,0,0,0
Dorchester,01,37B,017-002,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37B,017-002,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37B,017-002,REPUBLICAN,6,1,0,0,9
Dorchester,01,37B,017-002,UNAFFILIATED,0,0,0,0,3
Dorchester,01,37B,018-001,DEMOCRAT,8,0,0,0,17
Dorchester,01,37B,018-001,GREEN,0,0,0,0,0
Dorchester,01,37B,018-001,LIBERTARIAN,0,0,0,0,0
Dorchester,01,37B,018-001,OTHER PARTIES,0,0,0,0,0
Dorchester,01,37B,018-001,REPUBLICAN,14,0,0,0,18
Dorchester,01,37B,018-001,UNAFFILIATED,1,0,0,0,4
Dorchester,,,Unable to Determine,DEMOCRAT,0,0,0,0,
Dorchester,,,Unable to Determine,GREEN,0,0,0,0,
Dorchester,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Dorchester,,,Unable to Determine,OTHER PARTIES,0,0,0,0,
Dorchester,,,Unable to Determine,REPUBLICAN,0,0,0,0,
Dorchester,,,Unable to Determine,UNAFFILIATED,0,0,0,0,
Frederick,06,03B,001-001,DEMOCRAT,393,65,44,7,996
Frederick,06,03B,001-001,GREEN,1,0,0,0,6
Frederick,06,03B,001-001,LIBERTARIAN,1,0,0,1,9
Frederick,06,03B,001-001,OTHER PARTIES,0,0,0,0,4
Frederick,06,03B,001-001,REPUBLICAN,603,53,26,2,1285
Frederick,06,03B,001-001,UNAFFILIATED,42,2,1,14,602
Frederick,06,03B,001-002,DEMOCRAT,476,49,30,19,1263
Frederick,06,03B,001-002,GREEN,1,0,0,0,2
Frederick,06,03B,001-002,LIBERTARIAN,4,2,0,2,24
Frederick,06,03B,001-002,OTHER PARTIES,0,0,0,0,5
Frederick,06,03B,001-002,REPUBLICAN,351,25,10,16,870
Frederick,06,03B,001-002,UNAFFILIATED,48,3,0,43,783
Frederick,06,03B,001-003,DEMOCRAT,272,40,11,2,579
Frederick,06,03B,001-003,GREEN,1,0,0,0,3
Frederick,06,03B,001-003,LIBERTARIAN,2,0,0,0,12
Frederick,06,03B,001-003,OTHER PARTIES,1,0,0,1,4
Frederick,06,03B,001-003,REPUBLICAN,293,19,5,5,644
Frederick,06,03B,001-003,UNAFFILIATED,51,1,0,13,436
Frederick,06,03A,002-001,DEMOCRAT,513,95,30,10,1666
Frederick,06,03A,002-001,GREEN,1,0,0,0,11
Frederick,06,03A,002-001,LIBERTARIAN,0,1,0,0,25
Frederick,06,03A,002-001,OTHER PARTIES,1,0,0,0,3
Frederick,06,03A,002-001,REPUBLICAN,226,33,8,3,653
Frederick,06,03A,002-001,UNAFFILIATED,51,2,2,1,679
Frederick,06,03A,002-002,DEMOCRAT,200,36,16,0,560
Frederick,06,03A,002-002,GREEN,0,0,0,0,6
Frederick,06,03A,002-002,LIBERTARIAN,0,0,0,0,9
Frederick,06,03A,002-002,OTHER PARTIES,0,0,0,0,2
Frederick,06,03A,002-002,REPUBLICAN,112,29,11,1,296
Frederick,06,03A,002-002,UNAFFILIATED,10,5,1,2,209
Frederick,06,03A,002-003,DEMOCRAT,599,122,30,12,1556
Frederick,06,03A,002-003,GREEN,1,0,0,0,13
Frederick,06,03A,002-003,LIBERTARIAN,0,1,0,0,30
Frederick,06,03A,002-003,OTHER PARTIES,0,0,0,0,10
Frederick,06,03A,002-003,REPUBLICAN,239,49,14,9,819
Frederick,06,03A,002-003,UNAFFILIATED,46,4,1,5,659
Frederick,06,03A,002-004,DEMOCRAT,639,95,21,15,1988
Frederick,06,03A,002-004,GREEN,2,0,0,1,11
Frederick,06,03A,002-004,LIBERTARIAN,2,0,0,0,20
Frederick,06,03A,002-004,OTHER PARTIES,1,0,0,0,4
Frederick,06,03A,002-004,REPUBLICAN,313,35,9,4,936
Frederick,06,03A,002-004,UNAFFILIATED,83,4,0,6,979
Frederick,06,03A,002-005,DEMOCRAT,896,210,57,23,1811
Frederick,06,03A,002-005,GREEN,1,0,0,0,11
Frederick,06,03A,002-005,LIBERTARIAN,1,1,0,0,18
Frederick,06,03A,002-005,OTHER PARTIES,0,0,0,0,1
Frederick,06,03A,002-005,REPUBLICAN,445,89,22,8,1027
Frederick,06,03A,002-005,UNAFFILIATED,58,13,0,5,718
Frederick,06,03B,002-006,DEMOCRAT,447,61,20,8,1146
Frederick,06,03B,002-006,GREEN,1,0,0,0,2
Frederick,06,03B,002-006,LIBERTARIAN,3,0,0,0,19
Frederick,06,03B,002-006,OTHER PARTIES,0,0,0,0,7
Frederick,06,03B,002-006,REPUBLICAN,392,47,23,8,942
Frederick,06,03B,002-006,UNAFFILIATED,58,3,0,1,631
Frederick,06,03A,002-007,DEMOCRAT,599,122,36,10,1451
Frederick,06,03A,002-007,GREEN,1,0,0,0,11
Frederick,06,03A,002-007,LIBERTARIAN,2,1,0,0,23
Frederick,06,03A,002-007,OTHER PARTIES,0,0,1,0,9
Frederick,06,03A,002-007,REPUBLICAN,389,52,16,4,958
Frederick,06,03A,002-007,UNAFFILIATED,54,10,0,1,700
Frederick,06,03A,002-008,DEMOCRAT,538,132,49,10,1560
Frederick,06,03A,002-008,GREEN,0,0,0,0,9
Frederick,06,03A,002-008,LIBERTARIAN,0,0,0,0,18
Frederick,06,03A,002-008,OTHER PARTIES,2,0,1,0,6
Frederick,06,03A,002-008,REPUBLICAN,349,72,33,4,1015
Frederick,06,03A,002-008,UNAFFILIATED,75,12,6,8,819
Frederick,06,03A,002-010,DEMOCRAT,620,184,62,7,1853
Frederick,06,03A,002-010,GREEN,2,0,0,0,10
Frederick,06,03A,002-010,LIBERTARIAN,0,0,0,0,23
Frederick,06,03A,002-010,OTHER PARTIES,0,0,0,0,5
Frederick,06,03A,002-010,REPUBLICAN,478,104,37,1,1218
Frederick,06,03A,002-010,UNAFFILIATED,85,7,4,0,891
Frederick,06,03A,002-011,DEMOCRAT,398,139,24,21,1283
Frederick,06,03A,002-011,GREEN,1,0,0,0,11
Frederick,06,03A,002-011,LIBERTARIAN,1,1,0,0,14
Frederick,06,03A,002-011,OTHER PARTIES,1,0,0,0,8
Frederick,06,03A,002-011,REPUBLICAN,189,57,8,6,574
Frederick,06,03A,002-011,UNAFFILIATED,46,9,0,2,499
Frederick,06,03A,002-013,DEMOCRAT,431,111,32,22,1509
Frederick,06,03A,002-013,GREEN,0,0,0,0,5
Frederick,06,03A,002-013,LIBERTARIAN,0,0,0,0,18
Frederick,06,03A,002-013,OTHER PARTIES,0,0,0,0,3
Frederick,06,03A,002-013,REPUBLICAN,250,30,14,0,729
Frederick,06,03A,002-013,UNAFFILIATED,48,10,0,5,671
Frederick,06,03B,002-014,DEMOCRAT,259,21,8,10,611
Frederick,06,03B,002-014,GREEN,0,0,0,0,0
Frederick,06,03B,002-014,LIBERTARIAN,1,0,0,1,6
Frederick,06,03B,002-014,OTHER PARTIES,1,0,0,0,3
Frederick,06,03B,002-014,REPUBLICAN,204,13,0,5,449
Frederick,06,03B,002-014,UNAFFILIATED,40,2,0,2,329
Frederick,06,03A,002-015,DEMOCRAT,515,267,34,9,1606
Frederick,06,03A,002-015,GREEN,0,0,0,0,6
Frederick,06,03A,002-015,LIBERTARIAN,1,1,0,1,17
Frederick,06,03A,002-015,OTHER PARTIES,0,0,0,0,7
Frederick,06,03A,002-015,REPUBLICAN,535,117,18,3,1390
Frederick,06,03A,002-015,UNAFFILIATED,42,17,0,4,819
Frederick,06,03B,002-016,DEMOCRAT,332,45,19,20,1031
Frederick,06,03B,002-016,GREEN,0,0,0,0,2
Frederick,06,03B,002-016,LIBERTARIAN,1,0,0,0,18
Frederick,06,03B,002-016,OTHER PARTIES,0,0,0,1,3
Frederick,06,03B,002-016,REPUBLICAN,164,14,9,10,468
Frederick,06,03B,002-016,UNAFFILIATED,38,4,0,21,467
Frederick,06,03A,002-017,DEMOCRAT,317,46,14,12,1105
Frederick,06,03A,002-017,GREEN,0,0,0,0,6
Frederick,06,03A,002-017,LIBERTARIAN,2,0,0,0,8
Frederick,06,03A,002-017,OTHER PARTIES,0,0,0,0,5
Frederick,06,03A,002-017,REPUBLICAN,98,15,5,4,340
Frederick,06,03A,002-017,UNAFFILIATED,28,3,0,5,443
Frederick,06,03A,002-018,DEMOCRAT,239,44,15,10,634
Frederick,06,03A,002-018,GREEN,0,0,0,0,1
Frederick,06,03A,002-018,LIBERTARIAN,1,0,0,0,4
Frederick,06,03A,002-018,OTHER PARTIES,0,0,0,0,2
Frederick,06,03A,002-018,REPUBLICAN,230,11,3,4,592
Frederick,06,03A,002-018,UNAFFILIATED,25,4,1,21,406
Frederick,08,04,003-001,DEMOCRAT,261,36,33,10,615
Frederick,08,04,003-001,GREEN,0,0,0,0,5
Frederick,08,04,003-001,LIBERTARIAN,0,0,0,1,12
Frederick,08,04,003-001,OTHER PARTIES,0,0,0,0,0
Frederick,08,04,003-001,REPUBLICAN,476,20,8,7,943
Frederick,08,04,003-001,UNAFFILIATED,18,0,0,22,412
Frederick,08,04,003-002,DEMOCRAT,468,62,50,8,1023
Frederick,08,04,003-002,GREEN,0,0,0,0,3
Frederick,08,04,003-002,LIBERTARIAN,0,0,0,0,18
Frederick,08,04,003-002,OTHER PARTIES,0,0,0,0,5
Frederick,08,04,003-002,REPUBLICAN,743,71,21,2,1614
Frederick,08,04,003-002,UNAFFILIATED,39,3,1,8,616
Frederick,08,04,003-003,DEMOCRAT,286,37,32,6,680
Frederick,08,04,003-003,GREEN,0,0,0,0,3
Frederick,08,04,003-003,LIBERTARIAN,0,0,0,0,10
Frederick,08,04,003-003,OTHER PARTIES,0,0,0,0,2
Frederick,08,04,003-003,REPUBLICAN,447,41,11,3,1047
Frederick,08,04,003-003,UNAFFILIATED,39,2,0,2,497
Frederick,08,04,004-001,DEMOCRAT,74,21,5,0,198
Frederick,08,04,004-001,GREEN,0,0,0,0,2
Frederick,08,04,004-001,LIBERTARIAN,0,0,0,0,1
Frederick,08,04,004-001,OTHER PARTIES,0,0,0,0,1
Frederick,08,04,004-001,REPUBLICAN,207,16,3,1,425
Frederick,08,04,004-001,UNAFFILIATED,11,0,0,0,150
Frederick,08,04,005-001,DEMOCRAT,389,53,55,9,1004
Frederick,08,04,005-001,GREEN,0,0,0,0,5
Frederick,08,04,005-001,LIBERTARIAN,0,1,0,0,18
Frederick,08,04,005-001,OTHER PARTIES,0,0,0,0,5
Frederick,08,04,005-001,REPUBLICAN,638,47,27,6,1548
Frederick,08,04,005-001,UNAFFILIATED,46,4,2,3,709
Frederick,08,04,006-001,DEMOCRAT,158,18,8,3,353
Frederick,08,04,006-001,GREEN,0,0,0,0,6
Frederick,08,04,006-001,LIBERTARIAN,1,0,0,0,5
Frederick,08,04,006-001,OTHER PARTIES,0,0,0,0,4
Frederick,08,04,006-001,REPUBLICAN,425,16,9,6,834
Frederick,08,04,006-001,UNAFFILIATED,21,0,0,1,269
Frederick,06,04,007-001,DEMOCRAT,263,65,22,7,632
Frederick,06,04,007-001,GREEN,0,1,0,0,4
Frederick,06,04,007-001,LIBERTARIAN,1,0,0,0,11
Frederick,06,04,007-001,OTHER PARTIES,0,0,0,0,2
Frederick,06,04,007-001,REPUBLICAN,330,46,12,3,754
Frederick,06,04,007-001,UNAFFILIATED,15,3,0,6,435
Frederick,06,04,007-002,DEMOCRAT,593,139,34,17,1662
Frederick,06,04,007-002,GREEN,0,0,0,0,6
Frederick,06,04,007-002,LIBERTARIAN,3,0,0,1,22
Frederick,06,04,007-002,OTHER PARTIES,2,0,0,0,9
Frederick,06,04,007-002,REPUBLICAN,546,77,8,11,1365
Frederick,06,04,007-002,UNAFFILIATED,109,18,2,3,1274
Frederick,06,04,007-003,DEMOCRAT,294,94,23,2,798
Frederick,06,04,007-003,GREEN,0,0,0,0,4
Frederick,06,04,007-003,LIBERTARIAN,2,0,0,0,11
Frederick,06,04,007-003,OTHER PARTIES,2,0,0,0,3
Frederick,06,04,007-003,REPUBLICAN,447,71,7,6,1133
Frederick,06,04,007-003,UNAFFILIATED,34,8,0,3,551
Frederick,06,03B,007-004,DEMOCRAT,278,98,14,17,837
Frederick,06,03B,007-004,GREEN,0,0,0,0,2
Frederick,06,03B,007-004,LIBERTARIAN,0,0,0,0,6
Frederick,06,03B,007-004,OTHER PARTIES,1,0,0,0,2
Frederick,06,03B,007-004,REPUBLICAN,286,79,5,14,759
Frederick,06,03B,007-004,UNAFFILIATED,44,14,0,3,480
Frederick,08,04,007-005,DEMOCRAT,9,3,0,0,20
Frederick,08,04,007-005,GREEN,0,0,0,0,0
Frederick,08,04,007-005,LIBERTARIAN,0,0,0,0,1
Frederick,08,04,007-005,OTHER PARTIES,0,0,0,0,0
Frederick,08,04,007-005,REPUBLICAN,19,2,3,0,45
Frederick,08,04,007-005,UNAFFILIATED,0,0,0,0,16
Frederick,08,03B,007-006,DEMOCRAT,1,0,0,1,2
Frederick,08,03B,007-006,GREEN,0,0,0,0,0
Frederick,08,03B,007-006,LIBERTARIAN,0,0,0,0,0
Frederick,08,03B,007-006,OTHER PARTIES,0,0,0,0,0
Frederick,08,03B,007-006,REPUBLICAN,0,0,0,0,0
Frederick,08,03B,007-006,UNAFFILIATED,0,0,0,0,0
Frederick,06,03B,007-007,DEMOCRAT,35,8,1,1,100
Frederick,06,03B,007-007,GREEN,0,0,0,0,0
Frederick,06,03B,007-007,LIBERTARIAN,1,0,0,0,2
Frederick,06,03B,007-007,OTHER PARTIES,0,0,0,0,0
Frederick,06,03B,007-007,REPUBLICAN,52,15,1,2,129
Frederick,06,03B,007-007,UNAFFILIATED,1,0,0,0,54
Frederick,08,04,008-001,DEMOCRAT,198,27,5,6,494
Frederick,08,04,008-001,GREEN,0,0,0,0,5
Frederick,08,04,008-001,LIBERTARIAN,2,0,0,0,9
Frederick,08,04,008-001,OTHER PARTIES,0,0,0,0,1
Frederick,08,04,008-001,REPUBLICAN,404,17,3,6,883
Frederick,08,04,008-001,UNAFFILIATED,30,2,1,6,353
Frederick,08,04,009-001,DEMOCRAT,362,65,26,4,843
Frederick,08,04,009-001,GREEN,2,0,0,0,8
Frederick,08,04,009-001,LIBERTARIAN,1,0,0,0,14
Frederick,08,04,009-001,OTHER PARTIES,0,0,0,0,1
Frederick,08,04,009-001,REPUBLICAN,624,55,12,14,1421
Frederick,08,04,009-001,UNAFFILIATED,68,2,0,3,722
Frederick,08,04,009-002,DEMOCRAT,386,80,40,8,951
Frederick,08,04,009-002,GREEN,0,0,0,0,3
Frederick,08,04,009-002,LIBERTARIAN,1,0,0,0,15
Frederick,08,04,009-002,OTHER PARTIES,0,0,0,0,7
Frederick,08,04,009-002,REPUBLICAN,734,79,11,5,1623
